Year;ISO_Code;Tariffs;Regulatory trade barriers;Black market exchange rates;Controls of the movement of capital and people;Freedom to Trade Internationally;;
2002;MEX;7,47;7,25;10,00;4,90;7,41;;
2002;MDA;;;;;;;
2002;MNG;;;;;;;
2002;MNE;;;;;;;
2002;MAR;4,27;5,92;7,93;4,52;5,66;;
2002;MOZ;;6,50;;;;;
2002;MMR;4,53;;0,00;0,00;1,51;;
2002;NAM;6,63;6,58;10,00;3,08;6,57;;
2002;NPL;6,02;;10,00;1,82;5,94;;
2002;NLD;8,97;8,67;10,00;8,37;9,00;;
2002;NZL;8,77;9,25;10,00;8,31;9,08;;
2002;NIC;8,57;5,58;10,00;7,10;7,81;;
2002;NER;7,21;;10,00;0,00;5,74;;
2002;NGA;4,40;4,42;8,57;6,52;5,98;;
2002;NOR;8,05;7,67;10,00;5,86;7,89;;
2002;OMN;9,12;;10,00;6,67;8,60;;
2002;PAK;5,53;7,00;8,32;3,88;6,18;;
2002;PAN;8,16;6,83;10,00;8,50;8,37;;
2002;PNG;5,98;;10,00;0,00;5,33;;
2002;PRY;7,79;5,92;10,00;7,15;7,71;;
2002;PER;7,99;7,17;10,00;7,65;8,20;;
2002;PHL;8,17;5,92;10,00;3,13;6,81;;
2002;POL;7,86;6,58;10,00;4,65;7,27;;
2002;PRT;8,97;8,75;10,00;6,49;8,55;;
2002;QAT;;;;;;;
2002;ROU;6,95;5,58;10,00;5,31;6,96;;
2002;RUS;7,47;5,92;10,00;3,40;6,70;;
2002;RWA;7,48;;10,00;2,31;6,60;;
2002;SAU;;;;;;;
2002;SEN;6,11;5,08;10,00;3,50;6,17;;
2002;SRB;;;;;;;
2002;SYC;;;;;;;
2002;SLE;2,33;;10,00;3,85;5,39;;
2002;SGP;9,97;9,25;10,00;7,33;9,14;;
2002;SVK;7,54;8,17;10,00;6,99;8,18;;
2002;SVN;8,18;8,25;10,00;4,81;7,81;;
2002;ZAF;7,61;7,75;10,00;4,13;7,37;;
2002;ESP;8,97;8,25;10,00;6,83;8,51;;
2002;LKA;7,63;6,25;10,00;3,42;6,83;;
2002;SDN;;;;;;;
2002;SUR;;;;;;;
2002;SWZ;;;;;;;
2002;SWE;8,97;9,33;10,00;6,86;8,79;;
2002;CHE;9,72;8,50;10,00;7,90;9,03;;
2002;SYR;5,17;;5,30;0,00;3,49;;
2002;TWN;8,28;8,42;10,00;6,83;8,38;;
2002;TJK;;;;;;;
2002;TZA;4,96;5,92;10,00;3,50;6,09;;
2002;THA;6,79;7,00;10,00;3,77;6,89;;
2002;TLS;;;;;;;
2002;TGO;7,21;;10,00;0,00;5,74;;
2002;TTO;7,59;6,92;10,00;6,71;7,80;;
2002;TUN;5,69;6,92;7,78;3,97;6,09;;
2002;TUR;7,48;6,92;10,00;4,32;7,18;;
2002;UGA;6,55;5,33;10,00;7,98;7,47;;
2002;UKR;7,76;5,75;10,00;2,88;6,60;;
2002;ARE;9,60;9,83;10,00;6,15;8,90;;
2002;GBR;8,97;8,92;10,00;8,65;9,13;;
2002;USA;8,06;8,00;10,00;7,54;8,40;;
2002;URY;7,44;6,92;10,00;7,31;7,92;;
2002;VEN;7,74;4,83;0,00;4,54;4,28;;
2002;VNM;;8,17;;;;;
2002;YEM;;;;;;;
2002;ZMB;7,20;6,08;10,00;8,36;7,91;;
2002;ZWE;4,78;4,83;0,00;2,00;2,90;;
2001;ALB;6,68;;10,00;1,54;6,07;;
2001;DZA;5,12;7,00;7,00;1,67;5,20;;
2001;AGO;;;;;;;
2001;ARG;7,66;5,87;10,00;5,81;7,33;;
2001;ARM;;;;;;;
2001;AUS;8,44;8,65;10,00;6,11;8,30;;
2001;AUT;9,02;8,89;10,00;8,11;9,01;;
2001;AZE;;;;;;;
2001;BHS;3,09;;10,00;1,54;4,88;;
2001;BHR;9,10;9,50;10,00;6,92;8,88;;
2001;BGD;4,77;5,77;10,00;3,32;5,96;;
2001;BRD;6,20;;9,80;0,00;5,33;;
2001;BLR;;;;;;;
2001;BEL;9,02;8,87;10,00;9,17;9,26;;
2001;BLZ;5,61;;9,20;0,77;5,19;;
2001;BEN;6,09;;10,00;0,00;5,36;;
2001;BTN;;;;;;;
2001;BOL;8,70;5,32;10,00;7,78;7,95;;
2001;BIH;;;;;;;
2001;BWA;6,99;7,57;10,00;6,92;7,87;;
2001;BRA;7,25;6,00;10,00;4,17;6,85;;
2001;BRN;;;;;;;
2001;BGR;7,45;6,43;10,00;4,66;7,13;;
2001;BFA;;;;;;;
2001;BDI;1,13;;10,00;2,31;4,48;;
2001;KHM;;;;;;;
2001;CMR;5,47;3,00;10,00;0,77;4,81;;
2001;CAN;8,73;8,31;10,00;8,65;8,92;;
2001;CPV;;;;;;;
2001;CAF;5,54;;10,00;0,00;5,18;;
2001;TCD;6,42;5,83;10,00;0,00;5,56;;
2001;CHL;9,07;9,17;10,00;7,00;8,81;;
2001;CHN;7,26;7,27;10,00;2,71;6,81;;
2001;COL;7,72;6,25;10,00;3,94;6,98;;
2001;COD;7,43;;1,43;3,08;3,98;;
2001;COG;7,11;;10,00;0,00;5,70;;
2001;CRI;8,30;6,42;10,00;9,63;8,59;;
2001;CIV;6,13;;10,00;0,00;5,38;;
2001;HRV;7,66;7,18;10,00;0,77;6,40;;
2001;CYP;7,99;9,00;10,00;0,00;6,75;;
2001;CZE;8,26;7,53;10,00;7,03;8,21;;
2001;DNK;9,02;9,11;10,00;8,97;9,27;;
2001;DOM;6,85;5,33;10,00;6,52;7,17;;
2001;ECU;7,14;5,26;10,00;7,69;7,52;;
2001;EGY;3,87;5,75;10,00;7,31;6,73;;
2001;SLV;8,03;7,46;10,00;8,16;8,41;;
2001;EST;9,99;8,56;10,00;7,82;9,09;;
2001;ETH;;;;;;;
2001;FJI;6,82;;9,40;0,00;5,41;;
2001;FIN;9,02;9,38;10,00;8,08;9,12;;
2001;FRA;9,02;7,96;10,00;7,62;8,65;;
2001;GAB;6,18;;10,00;0,00;5,39;;
2001;GMB;;;;;;;
2001;GEO;;7,00;;;;;
2001;DEU;9,02;8,70;10,00;9,48;9,30;;
2001;GHA;5,96;8,17;10,00;2,31;6,61;;
2001;GRC;9,02;7,92;10,00;8,30;8,81;;
2001;GTM;8,02;6,01;10,00;6,69;7,68;;
2001;GIN;;;;;;;
2001;GNB;7,17;;10,00;0,77;5,98;;
2001;GUY;6,70;;9,00;6,92;7,54;;
2001;HTI;8,00;4,69;10,00;0,00;5,67;;
2001;HND;7,92;5,94;10,00;6,19;7,51;;
2001;HKG;9,93;9,35;10,00;9,57;9,71;;
2001;HUN;7,37;8,21;10,00;8,76;8,58;;
2001;ISL;8,46;8,18;10,00;6,25;8,22;;
2001;IND;4,79;6,67;10,00;2,02;5,87;;
2001;IDN;7,98;6,17;10,00;4,83;7,24;;
2001;IRN;8,11;;9,62;0,00;5,91;;
2001;IRQ;;;;;;;
2001;IRL;9,02;8,83;10,00;8,61;9,11;;
2001;ISR;9,67;8,25;10,00;7,02;8,74;;
2001;ITA;9,02;8,08;10,00;8,75;8,96;;
2001;JAM;7,39;5,72;10,00;8,18;7,82;;
2001;JPN;8,33;7,27;10,00;8,40;8,50;;
2001;JOR;6,00;6,58;10,00;8,20;7,69;;
2001;KAZ;;;;;;;
2001;KEN;5,40;7,00;10,00;5,38;6,94;;
2001;KOR;8,34;7,48;10,00;4,35;7,54;;
2001;KWT;9,27;;10,00;4,61;7,96;;
2001;KGZ;;;;;;;
2001;LAO;;;;;;;
2001;LVA;8,73;6,98;10,00;7,47;8,30;;
2001;LBN;;;;;;;
2001;LSO;;;;;;;
2001;LBR;;;;;;;
2001;LBY;;;;;;;
2001;LTU;8,80;7,09;10,00;7,81;8,42;;
2001;LUX;9,10;9,02;10,00;9,56;9,42;;
2001;MKD;;7,50;;;;;
2001;MDG;6,84;6,67;10,00;3,00;6,63;;
2001;MWI;5,90;6,83;10,00;0,83;5,89;;
2001;MYS;6,03;7,47;10,00;3,69;6,80;;
2001;MLI;7,66;6,83;10,00;0,00;6,12;;
2001;MLT;8,50;8,83;9,40;0,00;6,68;;
2001;MRT;;;;;;;
2001;MUS;5,05;6,87;10,00;7,84;7,44;;
2001;MEX;7,47;6,96;10,00;5,12;7,39;;
2001;MDA;;;;;;;
2001;MNG;;;;;;;
2001;MNE;;;;;;;
2001;MAR;3,46;6,27;10,00;0,77;5,12;;
2001;MOZ;;6,50;;;;;
2001;MMR;4,53;;0,00;0,00;1,51;;
2001;NAM;6,17;7,05;10,00;0,00;5,80;;
2001;NPL;6,10;;10,00;1,82;5,97;;
2001;NLD;9,02;8,81;10,00;9,54;9,34;;
2001;NZL;8,82;9,09;10,00;8,89;9,20;;
2001;NIC;8,54;5,17;10,00;7,99;7,93;;
2001;NER;7,20;;10,00;0,00;5,73;;
2001;NGA;4,88;4,56;5,68;7,04;5,54;;
2001;NOR;7,88;8,18;10,00;7,84;8,47;;
2001;OMN;9,34;;10,00;6,67;8,67;;
2001;PAK;4,93;8,00;5,00;0,77;4,68;;
2001;PAN;8,16;6,93;10,00;9,12;8,55;;
2001;PNG;5,05;;10,00;0,00;5,02;;
2001;PRY;7,59;6,09;10,00;7,06;7,69;;
2001;PER;7,84;7,13;10,00;8,88;8,46;;
2001;PHL;7,98;5,83;10,00;4,60;7,10;;
2001;POL;7,83;6,38;10,00;3,78;7,00;;
2001;PRT;9,02;9,18;10,00;7,60;8,95;;
2001;QAT;;;;;;;
2001;ROU;6,87;5,57;10,00;4,93;6,84;;
2001;RUS;7,20;5,74;10,00;3,24;6,54;;
2001;RWA;7,48;;10,00;1,54;6,34;;
2001;SAU;;;;;;;
2001;SEN;6,10;5,83;10,00;0,00;5,48;;
2001;SRB;;;;;;;
2001;SYC;;;;;;;
2001;SLE;1,35;;5,00;3,85;3,40;;
2001;SGP;9,98;9,25;10,00;7,63;9,21;;
2001;SVK;9,32;7,72;10,00;6,22;8,31;;
2001;SVN;8,17;8,33;10,00;5,30;7,95;;
2001;ZAF;7,58;7,79;10,00;4,12;7,37;;
2001;ESP;9,02;8,52;10,00;6,86;8,60;;
2001;LKA;7,69;6,23;10,00;3,02;6,73;;
2001;SDN;;;;;;;
2001;SUR;;;;;;;
2001;SWZ;;;;;;;
2001;SWE;9,02;9,08;10,00;7,22;8,83;;
2001;CHE;9,72;8,17;10,00;9,08;9,24;;
2001;SYR;5,17;;10,00;0,00;5,06;;
2001;TWN;8,20;8,07;10,00;7,63;8,47;;
2001;TJK;;;;;;;
2001;TZA;4,96;7,50;10,00;0,77;5,81;;
2001;THA;6,79;7,07;10,00;4,28;7,03;;
2001;TLS;;;;;;;
2001;TGO;7,21;;10,00;0,00;5,74;;
2001;TTO;7,51;7,23;10,00;7,53;8,07;;
2001;TUN;5,60;7,14;10,00;0,77;5,88;;
2001;TUR;7,48;6,65;10,00;5,79;7,48;;
2001;UGA;6,38;6,33;10,00;8,46;7,79;;
2001;UKR;7,59;5,44;7,78;3,95;6,19;;
2001;ARE;9,60;9,83;10,00;6,15;8,90;;
2001;GBR;9,02;8,85;10,00;9,10;9,24;;
2001;USA;8,06;8,41;10,00;8,21;8,67;;
2001;URY;7,42;6,63;10,00;8,74;8,20;;
2001;VEN;7,51;5,63;10,00;7,76;7,72;;
2001;VNM;;8,17;;;;;
2001;YEM;;;;;;;
2001;ZMB;7,06;6,67;10,00;9,23;8,24;;
2001;ZWE;4,53;5,48;0,00;2,50;3,13;;
2000;ALB;6,11;;10,00;1,54;5,88;;
2000;DZA;4,95;7,00;7,78;1,67;5,35;;
2000;AGO;;;;;;;
2000;ARG;7,47;6,43;10,00;6,58;7,62;;
2000;ARM;;;;;;;
2000;AUS;8,43;8,70;10,00;6,11;8,31;;
2000;AUT;9,18;9,15;10,00;8,11;9,11;;
2000;AZE;;;;;;;
2000;BHS;3,33;;10,00;1,54;4,96;;
2000;BHR;9,19;9,50;10,00;6,92;8,90;;
2000;BGD;5,19;5,87;10,00;2,93;6,00;;
2000;BRD;6,20;;9,80;0,00;5,33;;
2000;BLR;;;;;;;
2000;BEL;9,18;8,86;10,00;9,17;9,30;;
2000;BLZ;5,61;;9,20;0,77;5,19;;
2000;BEN;7,60;;10,00;0,00;5,87;;
2000;BTN;;;;;;;
2000;BOL;8,62;5,91;10,00;7,78;8,08;;
2000;BIH;;;;;;;
2000;BWA;6,84;8,00;10,00;6,92;7,94;;
2000;BRA;7,18;5,18;10,00;4,17;6,63;;
2000;BRN;;;;;;;
2000;BGR;7,85;6,43;10,00;5,04;7,33;;
2000;BFA;;;;;;;
2000;BDI;1,13;;10,00;2,31;4,48;;
2000;KHM;;;;;;;
2000;CMR;5,08;3,00;10,00;0,77;4,71;;
2000;CAN;8,78;8,31;10,00;8,65;8,93;;
2000;CPV;;;;;;;
2000;CAF;5,58;;10,00;0,00;5,19;;
2000;TCD;6,24;5,83;10,00;0,00;5,52;;
2000;CHL;8,91;8,98;10,00;4,30;8,05;;
2000;CHN;7,11;6,18;10,00;2,71;6,50;;
2000;COL;7,85;6,20;10,00;3,94;7,00;;
2000;COD;8,70;;1,43;2,31;4,15;;
2000;COG;7,43;;10,00;0,00;5,81;;
2000;CRI;8,40;6,50;10,00;9,63;8,63;;
2000;CIV;5,77;;10,00;0,00;5,26;;
2000;HRV;8,47;8,50;10,00;0,00;6,74;;
2000;CYP;7,99;9,00;10,00;0,00;6,75;;
2000;CZE;8,22;7,97;10,00;7,03;8,31;;
2000;DNK;9,18;9,35;10,00;8,97;9,38;;
2000;DOM;5,78;4,92;10,00;6,52;6,80;;
2000;ECU;7,14;5,15;10,00;7,69;7,50;;
2000;EGY;3,74;5,75;10,00;7,31;6,70;;
2000;SLV;8,02;7,28;10,00;8,93;8,56;;
2000;EST;9,99;8,75;10,00;7,82;9,14;;
2000;ETH;;;;;;;
2000;FJI;7,27;;9,40;0,00;5,56;;
2000;FIN;9,18;9,68;10,00;8,08;9,23;;
2000;FRA;9,18;8,71;10,00;8,01;8,97;;
2000;GAB;6,00;;10,00;0,00;5,33;;
2000;GMB;;;;;;;
2000;GEO;9,23;7,00;;;;;
2000;DEU;9,18;8,98;10,00;9,48;9,41;;
2000;GHA;6,54;8,17;10,00;1,54;6,56;;
2000;GRC;9,18;8,56;10,00;8,30;9,01;;
2000;GTM;7,93;6,07;10,00;7,46;7,87;;
2000;GIN;;;;;;;
2000;GNB;7,60;;10,00;0,00;5,87;;
2000;GUY;6,60;;9,00;6,92;7,51;;
2000;HTI;8,00;5,17;10,00;2,00;6,29;;
2000;HND;7,83;5,76;10,00;6,57;7,54;;
2000;HKG;9,93;9,38;10,00;9,57;9,72;;
2000;HUN;7,31;8,52;10,00;4,53;7,59;;
2000;ISL;8,02;8,54;10,00;6,25;8,20;;
2000;IND;4,34;6,59;10,00;2,02;5,74;;
2000;IDN;7,88;5,99;10,00;4,83;7,18;;
2000;IRN;8,34;;8,86;0,00;5,73;;
2000;IRQ;;;;;;;
2000;IRL;9,18;8,76;10,00;8,61;9,14;;
2000;ISR;9,68;7,94;10,00;7,02;8,66;;
2000;ITA;9,18;8,43;10,00;8,36;8,99;;
2000;JAM;7,28;6,20;10,00;8,18;7,92;;
2000;JPN;8,43;7,46;10,00;8,40;8,57;;
2000;JOR;4,35;6,59;10,00;8,20;7,29;;
2000;KAZ;9,56;;;;;;
2000;KEN;5,79;7,00;10,00;5,38;7,04;;
2000;KOR;8,35;6,93;10,00;3,58;7,21;;
2000;KWT;9,27;;10,00;4,61;7,96;;
2000;KGZ;9,69;;;;;;
2000;LAO;;;;;;;
2000;LVA;8,33;6,82;10,00;7,60;8,19;;
2000;LBN;;;;;;;
2000;LSO;0,00;;;;;;
2000;LBR;;;;;;;
2000;LBY;;;;;;;
2000;LTU;8,50;7,02;10,00;7,81;8,33;;
2000;LUX;9,18;9,02;10,00;9,56;9,44;;
2000;MKD;;7,50;;;;;
2000;MDG;4,11;6,67;10,00;3,00;5,95;;
2000;MWI;4,96;6,83;10,00;0,83;5,66;;
2000;MYS;5,92;7,67;10,00;3,69;6,82;;
2000;MLI;7,73;6,83;10,00;0,00;6,14;;
2000;MLT;8,51;8,83;9,40;0,77;6,88;;
2000;MRT;;;;;;;
2000;MUS;3,54;7,53;10,00;7,84;7,22;;
2000;MEX;7,48;7,45;10,00;5,12;7,51;;
2000;MDA;9,23;;;;;;
2000;MNG;;;;;;;
2000;MNE;;;;;;;
2000;MAR;3,19;7,33;10,00;0,00;5,13;;
2000;MOZ;;6,50;;;;;
2000;MMR;0,00;;0,00;0,00;0,00;;
2000;NAM;5,40;7,67;10,00;0,00;5,77;;
2000;NPL;6,10;;10,00;1,82;5,97;;
2000;NLD;9,18;9,21;10,00;9,54;9,48;;
2000;NZL;9,01;9,38;10,00;8,89;9,32;;
2000;NIC;8,77;5,48;10,00;7,99;8,06;;
2000;NER;7,60;;10,00;0,00;5,87;;
2000;NGA;3,76;4,43;5,68;7,04;5,23;;
2000;NOR;7,55;8,48;10,00;7,84;8,47;;
2000;OMN;9,38;;10,00;6,67;8,68;;
2000;PAK;2,79;8,00;5,00;0,77;4,14;;
2000;PAN;7,49;6,73;10,00;9,12;8,33;;
2000;PNG;4,80;;10,00;1,54;5,45;;
2000;PRY;7,63;4,97;10,00;7,06;7,42;;
2000;PER;7,80;7,46;10,00;8,88;8,53;;
2000;PHL;7,86;5,81;10,00;4,60;7,07;;
2000;POL;7,76;6,95;10,00;3,78;7,12;;
2000;PRT;9,18;8,62;10,00;7,99;8,95;;
2000;QAT;;;;;;;
2000;ROU;6,76;6,41;10,00;4,54;6,93;;
2000;RUS;7,00;5,64;10,00;2,86;6,37;;
2000;RWA;;;10,00;1,54;;;
2000;SAU;;;;;;;
2000;SEN;6,02;5,83;10,00;2,31;6,04;;
2000;SRB;;;;;;;
2000;SYC;;;;;;;
2000;SLE;3,37;;5,00;4,61;4,33;;
2000;SGP;9,95;9,31;10,00;7,25;9,13;;
2000;SVK;9,07;7,92;10,00;5,46;8,11;;
2000;SVN;8,05;8,36;10,00;5,30;7,93;;
2000;ZAF;7,74;7,64;10,00;4,12;7,38;;
2000;ESP;9,18;8,39;10,00;8,02;8,90;;
2000;LKA;7,62;6,13;10,00;3,02;6,69;;
2000;SDN;;;;;;;
2000;SUR;;;;;;;
2000;SWZ;;;;;;;
2000;SWE;9,18;9,32;10,00;7,22;8,93;;
2000;CHE;9,92;8,69;10,00;9,08;9,42;;
2000;SYR;5,17;;10,00;0,00;5,06;;
2000;TWN;7,98;8,23;10,00;7,63;8,46;;
2000;TJK;;;;;;;
2000;TZA;4,96;7,50;10,00;0,77;5,81;;
2000;THA;6,65;7,03;10,00;4,28;6,99;;
2000;TLS;;;;;;;
2000;TGO;7,60;;10,00;0,00;5,87;;
2000;TTO;5,40;7,02;10,00;7,53;7,49;;
2000;TUN;5,53;7,83;10,00;0,77;6,03;;
2000;TUR;7,42;7,07;10,00;5,79;7,57;;
2000;UGA;5,43;6,33;10,00;8,46;7,55;;
2000;UKR;7,62;5,85;7,78;4,34;6,40;;
2000;ARE;9,60;9,83;10,00;6,15;8,90;;
2000;GBR;9,18;9,23;10,00;9,10;9,38;;
2000;USA;8,12;8,64;10,00;8,21;8,74;;
2000;URY;7,72;6,79;10,00;8,74;8,31;;
2000;VEN;7,61;5,77;10,00;8,15;7,88;;
2000;VNM;8,18;8,17;;;;;
2000;YEM;;;;;;;
2000;ZMB;6,22;6,67;10,00;9,23;8,03;;
2000;ZWE;4,56;5,61;0,00;2,50;3,17;;
1995;ALB;5,70;;10,00;2,00;5,90;;
1995;DZA;3,72;;0,00;2,00;1,91;;
1995;AGO;;;;;;;
1995;ARG;7,46;7,17;10,00;9,53;8,54;;
1995;ARM;;;;;;;
1995;AUS;7,71;6,42;10,00;8,27;8,10;;
1995;AUT;8,72;8,13;10,00;8,50;8,84;;
1995;AZE;;;;;;;
1995;BHS;3,13;;9,60;0,00;4,24;;
1995;BHR;9,07;;10,00;2,00;7,02;;
1995;BGD;1,42;;4,40;0,00;1,94;;
1995;BRD;6,58;;9,40;0,00;5,33;;
1995;BLR;;;;;;;
1995;BEL;8,68;8,28;10,00;9,31;9,07;;
1995;BLZ;2,73;;9,40;5,00;5,71;;
1995;BEN;;;9,80;0,00;;;
1995;BTN;;;;;;;
1995;BOL;8,74;;9,80;5,00;7,85;;
1995;BIH;;;;;;;
1995;BWA;4,18;;9,60;5,00;6,26;;
1995;BRA;7,66;5,27;9,40;3,64;6,49;;
1995;BRN;;;;;;;
1995;BGR;6,37;;9,00;5,00;6,79;;
1995;BFA;;;;;;;
1995;BDI;2,11;;1,20;0,00;1,10;;
1995;KHM;;;;;;;
1995;CMR;3,71;;9,80;0,00;4,50;;
1995;CAN;5,94;7,20;10,00;8,39;7,88;;
1995;CPV;;;;;;;
1995;CAF;6,22;;9,80;0,00;5,34;;
1995;TCD;8,53;;9,80;0,00;6,11;;
1995;CHL;8,49;7,05;9,60;6,49;7,91;;
1995;CHN;3,90;4,63;8,60;4,91;5,51;;
1995;COL;7,81;5,15;8,60;6,02;6,89;;
1995;COD;7,77;;9,20;2,00;6,32;;
1995;COG;6,70;;9,80;0,00;5,50;;
1995;CRI;7,27;;10,00;8,00;8,42;;
1995;CIV;4,27;;9,80;0,00;4,69;;
1995;HRV;6,97;;8,40;2,00;5,79;;
1995;CYP;7,73;;9,00;0,00;5,58;;
1995;CZE;8,45;7,42;10,00;5,72;7,90;;
1995;DNK;8,70;9,05;10,00;8,77;9,13;;
1995;DOM;5,00;;9,60;2,00;5,53;;
1995;ECU;7,66;;7,60;5,00;6,75;;
1995;EGY;3,06;4,52;9,40;7,10;6,02;;
1995;SLV;7,51;;9,80;5,00;7,44;;
1995;EST;9,81;;10,00;8,00;9,27;;
1995;ETH;;;;;;;
1995;FJI;6,60;;9,80;2,00;6,13;;
1995;FIN;8,72;9,30;10,00;8,68;9,18;;
1995;FRA;8,70;7,70;10,00;6,81;8,30;;
1995;GAB;5,80;;9,80;0,00;5,20;;
1995;GMB;;;;;;;
1995;GEO;;;;;;;
1995;DEU;8,66;8,28;10,00;9,61;9,14;;
1995;GHA;6,09;;9,60;0,00;5,23;;
1995;GRC;8,68;6,25;10,00;6,52;7,86;;
1995;GTM;7,36;;10,00;8,00;8,45;;
1995;GIN;;;;;;;
1995;GNB;;;9,60;5,00;;;
1995;GUY;;;9,20;5,00;;;
1995;HTI;;;0,60;2,00;;;
1995;HND;7,69;;9,80;5,00;7,50;;
1995;HKG;9,93;8,75;10,00;9,70;9,60;;
1995;HUN;6,67;7,13;10,00;6,38;7,55;;
1995;ISL;8,65;6,62;10,00;6,28;7,89;;
1995;IND;0,91;6,35;8,40;2,33;4,50;;
1995;IDN;6,43;3,33;10,00;3,76;5,88;;
1995;IRN;7,30;;0,00;0,00;2,43;;
1995;IRQ;;;;;;;
1995;IRL;8,37;8,88;10,00;8,46;8,93;;
1995;ISR;7,95;5,38;10,00;4,21;6,89;;
1995;ITA;8,70;6,98;10,00;8,00;8,42;;
1995;JAM;6,92;;8,60;8,00;7,84;;
1995;JPN;8,10;3,68;10,00;7,70;7,37;;
1995;JOR;6,20;5,08;9,80;5,43;6,63;;
1995;KAZ;;;;;;;
1995;KEN;4,72;;9,60;8,00;7,44;;
1995;KOR;7,91;5,97;10,00;4,83;7,18;;
1995;KWT;9,40;;10,00;2,00;7,13;;
1995;KGZ;;;;;;;
1995;LAO;;;;;;;
1995;LVA;9,46;;9,60;8,00;9,02;;
1995;LBN;;;;;;;
1995;LSO;;;;;;;
1995;LBR;;;;;;;
1995;LBY;;;;;;;
1995;LTU;8,35;;10,00;8,00;8,78;;
1995;LUX;8,74;8,67;10,00;9,45;9,22;;
1995;MKD;;;;;;;
1995;MDG;5,08;;9,60;0,00;4,89;;
1995;MWI;4,61;;9,80;2,00;5,47;;
1995;MYS;6,92;6,73;10,00;6,15;7,45;;
1995;MLI;6,17;;9,80;0,00;5,32;;
1995;MLT;9,50;;9,20;2,00;6,90;;
1995;MRT;;;;;;;
1995;MUS;4,41;;10,00;8,00;7,47;;
1995;MEX;8,21;6,30;10,00;6,39;7,72;;
1995;MDA;;;;;;;
1995;MNG;;;;;;;
1995;MNE;;;;;;;
1995;MAR;5,20;;9,80;2,00;5,67;;
1995;MOZ;;;;;;;
1995;MMR;0,00;;0,00;0,00;0,00;;
1995;NAM;3,86;;10,00;2,00;5,29;;
1995;NPL;5,60;;6,20;0,00;3,93;;
1995;NLD;8,66;8,88;10,00;9,55;9,27;;
1995;NZL;7,74;8,52;10,00;9,59;8,96;;
1995;NIC;7,88;;8,40;5,00;7,09;;
1995;NER;2,80;;9,80;0,00;4,20;;
1995;NGA;4,68;;0,00;0,00;1,56;;
1995;NOR;8,09;9,17;10,00;8,64;8,97;;
1995;OMN;8,15;;10,00;2,00;6,72;;
1995;PAK;1,27;;9,40;2,00;4,22;;
1995;PAN;7,33;;10,00;10,00;9,11;;
1995;PNG;6,50;;8,60;0,00;5,03;;
1995;PRY;7,99;;7,40;10,00;8,46;;
1995;PER;7,02;5,98;10,00;8,61;7,90;;
1995;PHL;6,08;5,72;10,00;6,61;7,10;;
1995;POL;6,38;5,70;10,00;5,21;6,82;;
1995;PRT;8,70;8,18;10,00;8,32;8,80;;
1995;QAT;;;;;;;
1995;ROU;7,22;;9,40;0,00;5,54;;
1995;RUS;6,60;4,32;10,00;3,54;6,11;;
1995;RWA;1,10;;9,40;0,00;3,50;;
1995;SAU;;;;;;;
1995;SEN;2,25;;9,80;0,00;4,02;;
1995;SRB;;;;;;;
1995;SYC;;;;;;;
1995;SLE;4,48;;9,60;0,00;4,69;;
1995;SGP;9,59;8,85;10,00;9,34;9,45;;
1995;SVK;8,78;4,83;10,00;3,65;6,81;;
1995;SVN;7,53;;10,00;5,00;7,51;;
1995;ZAF;5,54;6,40;10,00;3,98;6,48;;
1995;ESP;8,72;7,63;10,00;8,28;8,66;;
1995;LKA;4,85;;9,60;2,00;5,48;;
1995;SDN;;;;;;;
1995;SUR;;;;;;;
1995;SWZ;;;;;;;
1995;SWE;8,68;9,13;10,00;9,30;9,28;;
1995;CHE;7,70;6,40;10,00;9,62;8,43;;
1995;SYR;7,09;;0,00;0,00;2,36;;
1995;TWN;8,63;7,30;10,00;5,71;7,91;;
1995;TJK;;;;;;;
1995;TZA;5,26;;9,80;0,00;5,02;;
1995;THA;4,57;5,13;10,00;4,65;6,09;;
1995;TLS;;;;;;;
1995;TGO;;;9,80;0,00;;;
1995;TTO;6,99;;9,40;8,00;8,13;;
1995;TUN;4,61;;9,80;2,00;5,47;;
1995;TUR;8,31;7,60;9,60;5,49;7,75;;
1995;UGA;5,38;;9,40;0,00;4,93;;
1995;UKR;;2,52;9,40;3,43;5,12;;
1995;ARE;;;10,00;5,00;;;
1995;GBR;8,63;8,03;10,00;9,45;9,03;;
1995;USA;8,41;7,82;10,00;8,39;8,65;;
1995;URY;7,83;;10,00;10,00;9,28;;
1995;VEN;7,78;4,57;1,60;6,87;5,20;;
1995;VNM;;;;;;;
1995;YEM;;;;;;;
1995;ZMB;6,04;;9,40;2,00;5,81;;
1995;ZWE;6,78;3,68;9,80;3,53;5,95;;
1990;ALB;;;0,00;0,00;;;
1990;DZA;5,08;;0,00;0,00;1,69;;
1990;AGO;;;;;;;
1990;ARG;3,19;;10,00;0,00;4,40;;
1990;ARM;;;;;;;
1990;AUS;6,46;;10,00;8,00;8,15;;
1990;AUT;7,92;;10,00;5,00;7,64;;
1990;AZE;;;;;;;
1990;BHS;3,60;;7,40;0,00;3,67;;
1990;BHR;9,27;;10,00;2,00;7,09;;
1990;BGD;0,64;;0,00;0,00;0,21;;
1990;BRD;6,06;;8,00;0,00;4,69;;
1990;BLR;;;;;;;
1990;BEL;8,46;;10,00;10,00;9,49;;
